Keyword,Currency,Avg. monthly searches,Three month change,YoY change,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share
wedding rings without diamonds,USD,590,0%,-63%,High,100,1.08,3.29,6%
wedding bands for men near me,USD,590,0%,0%,High,100,0.84,4.47,< 1%
dream wedding ring,USD,590,-33%,-19%,High,99,1.25,2.95,< 1%
non traditional wedding bands,USD,590,0%,-18%,High,100,0.76,2.72,2%
stackable wedding ring sets,USD,590,0%,22%,High,100,1.05,3.25,3%
white gold diamond,USD,590,49%,49%,High,72,1.73,4.58,3%
tungsten rose gold wedding band,USD,590,-18%,-18%,High,100,0.82,3.15,2%
3 carat radiant cut diamond,USD,590,-19%,0%,High,100,1.98,5.75,< 1%
3 carat real diamond ring,USD,590,-19%,23%,High,100,1.19,3.12,7%
six carat diamond ring,USD,590,0%,49%,High,100,1.30,3.33,1%
mens wedding bands with stones,USD,590,0%,50%,High,100,1.35,3.25,2%
mens diamond band rings,USD,590,22%,22%,High,100,1.06,3.60,23%
radiant cut diamond ring 3 carat,USD,590,-18%,84%,High,100,1.81,4.88,3%
three band ring,USD,590,-19%,-19%,High,100,0.85,3.50,4%
red wedding rings,USD,590,-18%,-18%,High,100,1.05,3.37,< 1%
average engagement ring,USD,590,-34%,-34%,High,100,1.80,3.76,1%
mens diamond cluster ring,USD,590,0%,-18%,High,100,0.28,2.21,100%
high end men's wedding bands,USD,590,23%,0%,High,100,1.23,4.74,2%
nordic wedding bands,USD,590,-19%,-19%,High,100,0.90,2.98,
cheap online jewelry stores,USD,590,0%,50%,High,100,0.68,4.27,19%
white gold wedding ring sets for women,USD,590,-33%,0%,High,100,0.52,2.57,64%
2 piece wedding ring,USD,590,-34%,-19%,High,100,1.27,4.61,25%
baguette mens wedding band,USD,590,-18%,-18%,High,100,1.31,3.79,11%
women emerald engagement rings,USD,590,0%,50%,High,100,1.88,6.67,< 1%
mens silicone bands,USD,590,0%,51%,High,100,1.16,2.65,
gothic wedding ring sets,USD,590,23%,0%,High,100,0.42,2.27,2%
top wedding rings,USD,590,-19%,-33%,High,100,1.92,7.03,2%
gold wedding jewellery,USD,590,83%,49%,High,100,0.39,1.92,< 1%
three band wedding ring,USD,590,0%,0%,High,100,1.01,3.09,6%
marquise stone,USD,590,-19%,-19%,High,100,0.94,3.30,
bride wedding band,USD,590,81%,120%,High,100,1.43,4.66,6%
pokemon wedding ring,USD,590,0%,-18%,High,87,0.80,3.36,
art deco mens wedding band,USD,590,22%,83%,High,100,0.99,3.50,2%
three stone,USD,590,0%,50%,High,80,2.07,9.92,< 1%
two tone mens ring,USD,590,0%,50%,High,93,1.26,3.25,20%
circle diamond,USD,590,-18%,23%,High,95,2.10,5.11,< 1%
stacked wedding ring set,USD,590,0%,22%,High,100,1.05,3.25,3%
mens amethyst wedding band,USD,590,-19%,0%,High,100,1.35,3.57,< 1%
blue sapphire wedding ring sets,USD,590,23%,23%,High,100,1.09,3.48,8%
mens blue diamond wedding band,USD,590,22%,0%,High,93,1.26,3.34,100%
emerald cut stone,USD,590,0%,-18%,High,90,0.99,6.29,< 1%
average wedding ring price,USD,590,-19%,-33%,High,100,1.04,2.91,1%
mens wedding ring wood inlay,USD,590,-18%,-18%,High,100,1.36,4.33,
diamond wedding,USD,590,0%,50%,High,89,1.90,6.57,4%
black onyx wedding ring set,USD,590,-34%,-19%,High,100,0.62,2.46,12%
black wedding band with rose gold,USD,590,-18%,-33%,High,100,0.98,3.28,5%
r engagement rings,USD,590,0%,156%,High,94,2.84,14.15,< 1%
3ct radiant cut diamond,USD,590,-19%,0%,High,100,1.98,5.75,< 1%
pinterest wedding rings,USD,590,0%,22%,High,100,0.95,3.90,< 1%
bride wedding ring,USD,590,81%,120%,High,100,1.43,4.66,6%
indy blue engagement ring,USD,590,-19%,-19%,High,100,2.73,7.68,
jade diamond ring,USD,590,22%,49%,High,100,0.64,2.76,< 1%
stone mens wedding bands,USD,590,0%,50%,High,100,1.35,3.25,2%
old cut diamond,USD,590,0%,-18%,High,87,0.89,5.50,< 1%
biggest diamond ring in the world,USD,590,49%,22%,High,84,,,< 1%
ring with dangling charm,USD,590,-18%,22%,High,100,0.18,0.90,
silver engagement ring with gold wedding band,USD,590,-33%,-19%,High,100,0.84,3.41,2%
amethyst mens wedding ring,USD,590,-19%,0%,High,100,1.35,3.57,< 1%
two wedding bands,USD,590,0%,0%,High,84,1.64,4.57,4%
5 ct wedding ring,USD,590,0%,22%,High,100,1.35,3.52,30%
plain ring band,USD,590,0%,23%,High,100,0.54,4.29,< 1%
aquamarine bridal ring set,USD,590,0%,-18%,High,100,0.84,3.01,2%
order gold jewelry online,USD,590,0%,0%,High,100,1.52,8.00,1%
mens wedding rings personalized,USD,590,-18%,0%,High,100,1.86,5.38,7%
tungsten ring price,USD,590,-52%,50%,High,85,0.44,1.52,
luxury mens wedding rings,USD,590,23%,0%,High,100,1.23,4.74,2%
bezel set engagement ring with wedding band,USD,590,-18%,23%,High,100,1.38,3.90,< 1%
3 stone diamond ring princess cut,USD,590,-18%,0%,High,100,1.55,4.84,59%
online affordable jewelry stores,USD,590,0%,50%,High,100,0.68,4.27,19%
gothic wedding sets,USD,590,23%,0%,High,100,0.42,2.27,2%
engagement ring wedding ring combo,USD,590,0%,0%,High,100,1.70,5.95,18%
yellow gold engagement ring set,USD,590,-33%,-33%,High,100,0.95,3.78,37%
buying and selling jewelry,USD,590,0%,0%,Medium,62,1.99,6.31,
wedding band engagement ring combo,USD,590,0%,0%,High,100,1.70,5.95,18%
3 carat diamond radiant cut,USD,590,-19%,0%,High,100,1.98,5.75,< 1%
tungsten blue wedding bands,USD,590,0%,-19%,High,100,1.16,3.41,< 1%
blue sapphire and diamond wedding ring sets,USD,590,23%,23%,High,100,1.09,3.48,8%
men's wedding rings for sale,USD,590,0%,23%,High,100,0.74,3.91,20%
black onyx bridal set,USD,590,-34%,-19%,High,100,0.62,2.46,12%
emerald cut 3 carat,USD,590,0%,0%,High,100,1.73,4.86,
3ct marquise diamond,USD,590,-33%,84%,High,100,1.48,4.60,< 1%
jlo wedding ring,USD,590,-35%,-71%,Medium,54,,,1%
emily ratajkowski wedding ring,USD,590,-84%,-91%,Low,26,,,
white gold engagement ring with yellow gold wedding band,USD,590,-45%,0%,High,100,2.66,6.78,2%
one diamond earrings,USD,590,-19%,0%,High,100,0.99,4.00,18%
heart shaped wedding set,USD,590,0%,50%,High,100,0.81,2.96,< 1%
mens wedding bands on hand,USD,590,0%,-52%,High,100,1.00,3.22,< 1%
gold bangle online,USD,590,-20%,33%,Medium,45,,,
selling men's wedding band,USD,590,-82%,40%,High,73,2.79,10.34,
black onyx wedding band sets,USD,590,-34%,-19%,High,100,0.62,2.46,12%
yellow gold wedding band sets,USD,590,-33%,-33%,High,100,0.95,3.78,37%
black onyx wedding set,USD,590,-34%,-19%,High,100,0.62,2.46,12%
ring necklace men,USD,590,23%,0%,High,100,0.38,3.34,
oxidized indian jewelry,USD,590,23%,-33%,High,100,0.17,1.06,
mens band ring silver,USD,590,0%,22%,High,100,0.78,2.60,< 1%
stackable wedding band sets,USD,590,0%,22%,High,100,1.05,3.25,3%
victoria beckham engagement ring,USD,590,-33%,-33%,High,70,,,
white gold wedding band sets for women,USD,590,-33%,0%,High,100,0.52,2.57,64%
two piece wedding rings,USD,590,-34%,-19%,High,100,1.27,4.61,25%
engagement ring and wedding ring combo,USD,590,0%,0%,High,100,1.70,5.95,18%
gothic bridal set,USD,590,23%,0%,High,100,0.42,2.27,2%
stackable wedding set,USD,590,0%,22%,High,100,1.05,3.25,3%
womens white gold bridal sets,USD,590,-33%,0%,High,100,0.52,2.57,64%
largest cut diamond in the world,USD,590,22%,22%,Low,4,,,
recycled jewlery,USD,590,23%,0%,High,75,1.00,3.75,
wedding bands for princess cut diamonds,USD,590,-18%,0%,High,100,1.39,4.27,41%
sophie turner engagement ring,USD,590,-91%,-19%,Medium,57,,,
stacked wedding sets,USD,590,0%,22%,High,100,1.05,3.25,3%
mens amethyst wedding ring,USD,590,-19%,0%,High,100,1.35,3.57,< 1%
two wedding rings,USD,590,0%,0%,High,84,1.64,4.57,4%
1950s wedding ring sets,USD,590,0%,175%,High,100,0.21,2.62,< 1%
diamond ring band men,USD,590,22%,22%,High,100,1.06,3.60,23%
diamond mens band ring,USD,590,22%,22%,High,100,1.06,3.60,23%
khloe kardashian engagement ring,USD,590,22%,22%,High,91,,,
paris hilton ring,USD,590,-46%,-46%,Medium,46,,,
gothic wedding band sets,USD,590,23%,0%,High,100,0.42,2.27,2%
wedding ring sets for women white gold,USD,590,-33%,0%,High,100,0.52,2.57,64%
best selling jewellery,USD,590,-56%,0%,High,100,0.38,1.87,< 1%
indian oxidised jewellery,USD,590,23%,-33%,High,100,0.17,1.06,
mens wedding bands nearby,USD,590,22%,85%,High,100,0.87,4.74,< 1%
mens blue diamond wedding rings,USD,590,22%,0%,High,93,1.26,3.34,100%
handmade jewelry sites,USD,590,84%,127%,High,96,0.57,2.13,
cheap online jewelry shops,USD,590,0%,50%,High,100,0.68,4.27,19%
handmade jewellery website,USD,590,84%,127%,High,96,0.57,2.13,
new in jewellery,USD,590,0%,0%,High,100,0.75,3.75,< 1%
diamond band mens ring,USD,590,22%,22%,High,100,1.06,3.60,23%
best fashion jewellery brands,USD,590,-46%,0%,High,100,0.29,2.00,
blue sapphire wedding band set,USD,590,23%,23%,High,100,1.09,3.48,8%
cheap jewellery shops online,USD,590,0%,50%,High,100,0.68,4.27,19%
diamond ring band for men,USD,590,22%,22%,High,100,1.06,3.60,23%
diamond ring mens band,USD,590,22%,22%,High,100,1.06,3.60,23%
mens high end wedding rings,USD,590,23%,0%,High,100,1.23,4.74,2%
radiant cut 3 carat diamond,USD,590,-19%,0%,High,100,1.98,5.75,< 1%
silver ring band men,USD,590,0%,22%,High,100,0.78,2.60,< 1%
wedding ring materials men,USD,590,0%,-18%,High,100,0.83,3.25,< 1%
build your engagement ring,USD,480,0%,0%,High,82,2.40,6.26,< 1%
sustainable engagement rings,USD,480,0%,-19%,High,100,2.02,6.01,< 1%
we buy diamonds,USD,480,23%,51%,Medium,35,2.57,10.01,
build your own wedding ring,USD,480,-33%,0%,High,80,1.68,4.30,< 1%
2 ctw diamond stud earrings,USD,480,-33%,-18%,High,100,2.00,9.50,64%
discount diamond rings,USD,480,-70%,0%,High,96,1.88,7.27,100%
solitaire rings for women,USD,480,0%,23%,High,100,1.59,4.14,11%
princess cut diamond stud earrings,USD,480,-18%,-18%,High,100,1.23,9.54,4%
bourbon barrel wedding band,USD,480,-18%,-56%,High,100,1.30,4.65,
5 stone anniversary band,USD,480,-19%,-19%,High,100,1.32,5.04,40%
jeulia wedding rings,USD,480,23%,0%,High,100,1.48,3.00,2%
platinum couple rings,USD,480,-19%,0%,High,100,1.16,3.48,7%
gem engagement rings,USD,480,-19%,0%,High,100,1.20,3.65,< 1%
engagement rings under 300,USD,480,0%,-19%,High,100,0.86,3.49,2%
rose gold solitaire engagement ring,USD,480,0%,23%,High,87,1.90,6.33,1%
yellow diamond stud earrings,USD,480,-19%,0%,High,100,1.89,6.26,69%
plain white gold wedding band,USD,480,22%,50%,High,100,0.75,3.50,3%
1 ct tw diamond earrings,USD,480,-33%,0%,High,100,1.06,5.52,15%
best fake engagement rings,USD,480,-19%,-34%,High,100,0.46,2.08,< 1%
1 carat pear shaped diamond ring,USD,480,-34%,-19%,High,100,1.69,5.09,6%
bridal wedding ring sets,USD,480,0%,-18%,High,100,0.84,4.01,23%
koa wood wedding band,USD,480,-34%,-19%,High,100,1.08,4.40,
5 stone wedding band,USD,480,23%,-33%,High,100,1.67,4.68,29%
placeholder engagement ring,USD,480,0%,51%,High,100,0.97,7.00,< 1%
4 carat lab grown diamond price,USD,480,0%,181%,High,100,1.14,3.18,< 1%
pear shaped promise ring,USD,480,-34%,0%,High,100,0.69,2.75,3%
flexible wedding bands,USD,480,-19%,-19%,High,100,0.64,2.43,
cobalt wedding bands,USD,480,0%,0%,High,100,1.11,3.90,< 1%
hidden halo setting,USD,480,0%,0%,High,100,2.65,10.07,< 1%
18k white gold wedding band,USD,480,23%,51%,High,100,1.14,4.05,7%
wood inlay wedding band,USD,480,0%,-19%,High,100,1.40,4.30,
pink diamond stud earrings,USD,480,-34%,-19%,High,100,0.96,4.36,71%
rose gold anniversary band,USD,480,0%,-34%,High,100,0.85,3.70,6%
tension engagement ring,USD,480,-18%,-18%,High,100,1.59,7.07,2%
pear shaped solitaire engagement ring,USD,480,-34%,0%,High,100,1.95,6.48,2%
tiara wedding band,USD,480,-19%,0%,High,100,1.10,3.29,2%
engagement moissanite,USD,480,22%,-34%,High,100,1.20,4.75,2%
0.5 carat diamond price,USD,480,85%,22%,Medium,44,0.97,3.60,< 1%
palladium wedding bands,USD,480,23%,0%,High,100,1.63,6.20,2%
1.5 carat solitaire diamond ring,USD,480,-19%,-46%,High,100,1.83,6.28,6%
3000 engagement ring,USD,480,-19%,-19%,High,100,1.08,4.50,5%
black diamond solitaire ring,USD,480,0%,0%,High,100,1.52,6.09,84%
fancy yellow diamond ring,USD,480,0%,0%,High,100,1.75,4.70,1%
rare engagement rings,USD,480,-18%,-46%,High,100,1.74,8.15,< 1%
platinum moissanite ring,USD,480,0%,-19%,High,100,1.24,4.66,5%
unique wedding bands for her,USD,480,-34%,-34%,High,100,0.88,3.35,2%
halo stud earrings,USD,480,0%,0%,High,100,1.40,4.61,5%
1k diamond ring,USD,480,-19%,-19%,High,100,1.04,3.17,12%
channel wedding band,USD,480,0%,0%,High,100,1.39,4.98,13%
aquamarine and diamond earrings,USD,480,23%,0%,High,100,1.15,6.02,2%
v wedding band,USD,480,0%,-19%,High,100,1.47,5.77,2%
oval ring with diamond band,USD,480,-46%,-19%,High,100,1.88,3.90,2%
moissanite engagement,USD,480,22%,-34%,High,100,1.20,4.75,2%
30k engagement ring,USD,480,-19%,-19%,High,100,1.53,4.00,< 1%
rose gold princess cut ring,USD,480,-19%,-19%,High,99,1.07,3.56,1%
gold solitaire ring,USD,480,0%,23%,High,100,1.60,3.91,3%
athletic wedding bands,USD,480,23%,-19%,High,100,0.93,2.83,
1.5 carat moissanite ring,USD,480,-19%,-19%,High,100,0.97,3.30,2%
oval pave engagement rings,USD,480,-19%,23%,High,100,2.39,7.35,1%
bubble wedding band,USD,480,-19%,0%,High,100,1.51,4.72,
18k engagement ring,USD,480,0%,50%,High,96,2.00,7.01,3%
white sapphire wedding sets,USD,480,-19%,-19%,High,100,0.70,2.30,2%
plain gold band,USD,480,0%,23%,High,100,0.89,3.13,< 1%
a jaffe engagement rings,USD,480,22%,-46%,High,100,1.42,7.08,< 1%
robbins brothers engagement rings,USD,480,-75%,-18%,High,100,0.58,3.77,5%
groove wedding bands,USD,480,0%,23%,High,74,0.32,2.75,< 1%
flawless diamond ring,USD,480,-33%,23%,High,100,1.53,4.13,2%
cool wedding bands,USD,480,0%,-19%,High,100,0.97,3.62,
24k gold engagement ring,USD,480,-33%,23%,High,100,1.65,5.68,3%
discount wedding rings,USD,480,23%,-33%,High,86,1.07,4.37,19%
tungsten engagement ring,USD,480,23%,23%,High,100,1.03,3.00,3%
1.5 carat radiant cut diamond ring,USD,480,-19%,-34%,High,100,2.22,6.08,< 1%
semi mount engagement rings,USD,480,0%,-19%,High,100,1.66,5.95,72%
black diamonds for sale,USD,480,23%,50%,High,100,0.94,3.15,84%
3 ct emerald cut diamond,USD,480,-19%,-19%,High,100,1.50,4.32,1%
princess diamond engagement ring,USD,480,-33%,23%,High,100,1.86,5.31,10%
yellow stone engagement rings,USD,480,0%,23%,High,100,1.50,4.31,< 1%
natural stone engagement rings,USD,480,-34%,-19%,High,100,1.26,4.29,1%
15k engagement ring,USD,480,-19%,-19%,High,100,1.50,3.89,1%
catbird wedding band,USD,480,0%,0%,High,100,0.04,3.21,< 1%
gender neutral engagement rings,USD,480,-33%,23%,High,100,1.05,3.17,< 1%
princess cut diamond band,USD,480,-19%,-33%,High,100,1.53,4.27,18%
jewelry shop online,USD,480,22%,-19%,High,100,1.08,3.78,< 1%
non metal wedding bands,USD,480,0%,-19%,High,100,0.58,2.28,< 1%
radiant cut halo engagement rings,USD,480,-18%,51%,High,100,2.50,7.21,
moissanite cushion cut engagement rings,USD,480,-18%,23%,High,87,1.07,4.79,2%
diana engagement ring,USD,480,23%,-18%,High,100,1.28,19.60,< 1%
december birthstone engagement ring,USD,480,-34%,-19%,High,100,1.01,3.15,1%
3 stone halo engagement ring,USD,480,23%,0%,High,100,2.28,8.25,8%
jeulia wedding bands,USD,480,23%,0%,High,100,1.48,3.00,2%
thin engagement ring,USD,480,-33%,-33%,High,100,1.50,4.33,< 1%
morganite and diamond ring,USD,480,-19%,0%,High,100,0.92,4.14,21%
lafonn rings,USD,480,0%,-19%,High,100,0.16,1.98,1%
black moissanite engagement ring,USD,480,-46%,-18%,High,100,0.95,3.41,10%
unique engagement ring settings,USD,480,0%,51%,High,100,1.40,4.57,2%
champagne diamond earrings,USD,480,-56%,-33%,High,100,0.70,3.33,16%
groove wedding rings,USD,480,0%,23%,High,74,0.32,2.75,< 1%
yellow gold moissanite ring,USD,480,0%,-19%,High,100,1.02,3.25,9%
6mm wedding band,USD,480,23%,23%,High,100,1.28,5.07,5%
cushion cut sapphire ring,USD,480,0%,50%,High,100,1.21,4.78,< 1%
3 stone diamond anniversary ring,USD,480,22%,125%,High,100,1.32,3.98,58%
1 10 ct tw diamond,USD,480,0%,50%,High,100,0.91,3.28,< 1%
simple gold band,USD,480,-19%,23%,High,100,0.80,3.04,< 1%
asscher cut moissanite,USD,480,-46%,-33%,High,100,0.80,2.75,7%
meteorite wedding band set,USD,480,23%,-19%,High,100,0.93,3.10,1%
tungsten and gold wedding band,USD,480,-33%,0%,High,100,1.20,3.60,1%
toi et moi diamond ring,USD,480,-70%,24%,High,100,1.95,4.72,8%
18k mens wedding band,USD,480,0%,51%,High,100,1.49,4.36,1%
fashion jewellery online,USD,480,22%,-19%,High,100,0.69,4.56,
antique diamond rings 1920s,USD,480,-19%,0%,High,100,0.45,1.97,2%
sapphire and diamond ring yellow gold,USD,480,23%,23%,High,100,1.12,4.31,2%
black diamond engagement ring set,USD,480,-19%,23%,High,100,1.98,5.48,23%
1 carat radiant cut diamond ring,USD,480,-56%,-33%,High,100,1.99,6.18,
lotus engagement ring,USD,480,-19%,0%,High,100,1.88,4.19,< 1%
halo cut ring,USD,480,-19%,-19%,High,100,1.16,4.78,1%
1.3 carat diamond,USD,480,0%,0%,High,100,1.91,5.50,
oval emerald engagement rings,USD,480,-19%,23%,High,100,2.01,7.00,< 1%
string quartet for hire,USD,480,-64%,53%,Medium,34,1.33,5.11,
choosing an engagement ring,USD,480,0%,0%,High,93,2.00,6.37,2%
sapphire engagement ring meaning,USD,480,-19%,0%,High,97,0.64,3.95,< 1%
green amethyst engagement ring,USD,480,-19%,24%,High,100,1.34,3.50,6%
1.5 carat oval diamond,USD,480,-19%,0%,High,100,2.00,6.83,< 1%
brilliant cut diamond ring,USD,480,-18%,51%,High,100,1.21,3.55,< 1%
flower shaped engagement ring,USD,480,-19%,23%,High,100,1.30,3.83,2%
14k yellow gold wedding band,USD,480,-33%,23%,High,100,1.24,4.77,9%
floating diamond earrings,USD,480,0%,50%,High,99,1.24,5.57,3%
1.5 carat round diamond ring,USD,480,0%,-19%,High,100,1.90,5.42,11%
amber engagement ring,USD,480,0%,51%,High,100,1.11,3.38,1%
10k white gold mens wedding band,USD,480,23%,0%,High,100,0.74,3.65,100%
black diamond heart ring,USD,480,-34%,-19%,High,100,1.08,3.67,4%
firefighter wedding band,USD,480,-19%,0%,High,100,0.79,2.93,< 1%
solid gold band ring,USD,480,-19%,-70%,High,100,0.76,2.22,2%
mens baguette diamond ring,USD,480,-19%,-34%,High,100,1.07,3.25,11%
black pearl engagement ring,USD,480,23%,23%,High,100,1.18,3.00,1%
tungsten and wood ring,USD,480,0%,0%,High,100,1.25,3.14,
0.75 carat diamond ring,USD,480,0%,0%,High,99,1.88,5.50,5%
mejuri diamond ring,USD,480,0%,0%,High,100,0.09,0.66,
halo wedding ring set,USD,480,23%,23%,High,100,1.03,3.61,34%
chocolate engagement ring,USD,480,0%,-19%,High,100,1.11,3.32,3%
3 carat sapphire ring,USD,480,-19%,0%,High,100,0.94,2.89,4%
marquise wedding sets,USD,480,-33%,-19%,High,100,1.14,4.11,12%
gold baguette wedding band,USD,480,0%,0%,High,100,1.15,3.65,4%
a jaffe wedding band,USD,480,0%,-19%,High,100,1.21,5.01,2%
unique wedding sets,USD,480,-19%,-34%,High,100,0.92,2.28,6%
yellow topaz engagement ring,USD,480,-34%,0%,High,100,1.12,2.98,2%
men's milgrain wedding band,USD,480,49%,175%,High,98,1.69,4.65,16%
rose gold curved wedding band,USD,480,0%,0%,High,100,1.07,3.98,5%
30000 engagement ring,USD,480,0%,-19%,High,100,1.55,3.92,< 1%
3mm mens wedding band,USD,480,0%,0%,High,100,1.58,4.02,8%
past present future diamond ring,USD,480,0%,0%,High,100,0.99,3.45,38%
white sapphire wedding band,USD,480,-19%,-34%,High,100,0.57,2.73,2%
10 year wedding anniversary ring,USD,480,0%,23%,High,100,0.85,3.66,11%
notched wedding band,USD,480,0%,0%,High,100,1.20,4.51,27%
nesting wedding band,USD,480,0%,0%,High,100,1.52,5.02,4%
viking engagement ring,USD,480,-34%,-19%,High,100,1.01,3.23,1%
salt pepper diamond,USD,480,0%,-19%,High,100,1.55,4.63,< 1%
halo bridal sets,USD,480,23%,23%,High,100,1.03,3.61,34%
sport wedding bands,USD,480,0%,-19%,High,100,0.89,2.65,
rectangle ring diamond,USD,480,-19%,-19%,High,99,1.50,3.47,< 1%
natural black diamond ring,USD,480,0%,0%,High,100,1.39,4.15,30%
morganite diamond ring,USD,480,-19%,0%,High,100,0.92,4.14,21%
koa wedding band,USD,480,-34%,-19%,High,100,1.08,4.40,
3 carat elongated cushion cut diamond,USD,480,-19%,23%,High,100,1.88,5.30,< 1%
pear diamond wedding band,USD,480,-19%,0%,High,100,1.95,6.74,4%
gold tungsten wedding bands,USD,480,-33%,0%,High,100,1.20,3.60,1%
trio wedding rings,USD,480,50%,50%,High,100,1.47,13.15,28%
2.5 carat round diamond ring,USD,480,-34%,-34%,High,100,1.97,4.97,5%
alternative mens wedding bands,USD,480,50%,85%,Medium,56,1.15,3.50,
1.2 carat diamond,USD,480,0%,-34%,High,97,1.78,4.95,1%
full diamond ring,USD,480,-19%,-19%,High,100,1.88,4.12,3%
helzberg mens wedding bands,USD,480,22%,177%,High,100,1.39,4.62,1%
moss engagement ring,USD,480,-19%,-19%,High,100,1.28,5.41,< 1%
dragon engagement ring,USD,480,-19%,-19%,High,100,0.84,3.56,< 1%
black and white diamond engagement rings,USD,480,0%,0%,High,97,1.80,4.60,19%
4 carat emerald ring,USD,480,0%,0%,High,100,0.94,3.42,6%
matching engagement and wedding rings,USD,480,51%,51%,High,89,1.33,3.99,9%
diamond necklace and earrings,USD,480,-46%,22%,High,100,1.01,4.68,65%
mociun rings,USD,480,-33%,85%,High,100,0.10,3.16,
gold promise rings for couples,USD,480,-34%,0%,High,100,0.74,2.38,3%
wedding jazz band,USD,480,22%,125%,Low,15,1.54,7.49,
circle cut diamond ring,USD,480,-34%,-34%,High,100,1.53,4.11,1%
star wedding rings,USD,480,0%,51%,High,100,1.27,5.03,< 1%
radiant emerald cut diamond,USD,480,-19%,0%,High,100,1.74,4.80,
